600.0,0.1336
599.5,0.1340
599.0,0.1346
598.5,0.1349
598.0,0.1354
597.5,0.1361
597.0,0.1368
596.5,0.1375
596.0,0.1380
595.5,0.1389
595.0,0.1394
594.5,0.1400
594.0,0.1407
593.5,0.1412
593.0,0.1415
592.5,0.1418
592.0,0.1422
591.5,0.1421
591.0,0.1423
590.5,0.1425
590.0,0.1425
589.5,0.1426
589.0,0.1425
588.5,0.1425
588.0,0.1429
587.5,0.1430
587.0,0.1431
586.5,0.1430
586.0,0.1432
585.5,0.1432
585.0,0.1436
584.5,0.1451
584.0,0.1451
583.5,0.1450
583.0,0.1454
582.5,0.1455
582.0,0.1455
581.5,0.1451
581.0,0.1445
580.5,0.1442
580.0,0.1440
579.5,0.1441
579.0,0.1443
578.5,0.1446
578.0,0.1447
577.5,0.1448
577.0,0.1452
576.5,0.1453
576.0,0.1454
575.5,0.1457
575.0,0.1461
574.5,0.1462
574.0,0.1463
573.5,0.1466
573.0,0.1467
572.5,0.1469
572.0,0.1472
571.5,0.1473
571.0,0.1474
570.5,0.1475
570.0,0.1477
569.5,0.1477
569.0,0.1480
568.5,0.1479
568.0,0.1480
567.5,0.1481
567.0,0.1483
566.5,0.1484
566.0,0.1482
565.5,0.1484
565.0,0.1485
564.5,0.1488
564.0,0.1487
563.5,0.1489
563.0,0.1490
562.5,0.1494
562.0,0.1497
561.5,0.1495
561.0,0.1496
560.5,0.1499
560.0,0.1501
559.5,0.1504
559.0,0.1503
558.5,0.1503
558.0,0.1504
557.5,0.1505
557.0,0.1507
556.5,0.1507
556.0,0.1506
555.5,0.1507
555.0,0.1509
554.5,0.1510
554.0,0.1508
553.5,0.1508
553.0,0.1510
552.5,0.1512
552.0,0.1514
551.5,0.1514
551.0,0.1516
550.5,0.1519
550.0,0.1521
549.5,0.1523
549.0,0.1526
548.5,0.1527
548.0,0.1532
547.5,0.1537
547.0,0.1540
546.5,0.1542
546.0,0.1549
545.5,0.1553
545.0,0.1557
544.5,0.1558
544.0,0.1561
543.5,0.1565
543.0,0.1569
542.5,0.1571
542.0,0.1572
541.5,0.1574
541.0,0.1576
540.5,0.1579
540.0,0.1581
539.5,0.1583
539.0,0.1586
538.5,0.1589
538.0,0.1591
537.5,0.1592
537.0,0.1594
536.5,0.1596
536.0,0.1599
535.5,0.1600
535.0,0.1601
534.5,0.1604
534.0,0.1605
533.5,0.1608
533.0,0.1610
532.5,0.1610
532.0,0.1612
531.5,0.1611
531.0,0.1614
530.5,0.1615
530.0,0.1617
529.5,0.1615
529.0,0.1612
528.5,0.1614
528.0,0.1613
527.5,0.1614
527.0,0.1614
526.5,0.1615
526.0,0.1620
525.5,0.1621
525.0,0.1622
524.5,0.1626
524.0,0.1627
523.5,0.1631
523.0,0.1631
522.5,0.1635
522.0,0.1636
521.5,0.1638
521.0,0.1639
520.5,0.1643
520.0,0.1643
519.5,0.1643
519.0,0.1646
518.5,0.1647
518.0,0.1651
517.5,0.1650
517.0,0.1652
516.5,0.1654
516.0,0.1657
515.5,0.1656
515.0,0.1659
514.5,0.1660
514.0,0.1662
513.5,0.1665
513.0,0.1667
512.5,0.1668
512.0,0.1669
511.5,0.1673
511.0,0.1675
510.5,0.1675
510.0,0.1676
509.5,0.1679
509.0,0.1679
508.5,0.1682
508.0,0.1684
507.5,0.1685
507.0,0.1684
506.5,0.1686
506.0,0.1689
505.5,0.1689
505.0,0.1693
504.5,0.1692
504.0,0.1694
503.5,0.1698
503.0,0.1700
502.5,0.1700
502.0,0.1701
501.5,0.1704
501.0,0.1708
500.5,0.1708
500.0,0.1713
499.5,0.1715
499.0,0.1718
498.5,0.1720
498.0,0.1720
497.5,0.1722
497.0,0.1724
496.5,0.1726
496.0,0.1729
495.5,0.1730
495.0,0.1731
494.5,0.1732
494.0,0.1733
493.5,0.1735
493.0,0.1737
492.5,0.1737
492.0,0.1740
491.5,0.1742
491.0,0.1745
490.5,0.1746
490.0,0.1747
489.5,0.1750
489.0,0.1753
488.5,0.1755
488.0,0.1757
487.5,0.1760
487.0,0.1763
486.5,0.1766
486.0,0.1768
485.5,0.1769
485.0,0.1773
484.5,0.1774
484.0,0.1776
483.5,0.1777
483.0,0.1779
482.5,0.1779
482.0,0.1781
481.5,0.1782
481.0,0.1785
480.5,0.1787
480.0,0.1790
479.5,0.1791
479.0,0.1794
478.5,0.1796
478.0,0.1800
477.5,0.1802
477.0,0.1805
476.5,0.1808
476.0,0.1811
475.5,0.1813
475.0,0.1815
474.5,0.1820
474.0,0.1820
473.5,0.1824
473.0,0.1825
472.5,0.1828
472.0,0.1830
471.5,0.1832
471.0,0.1833
470.5,0.1836
470.0,0.1837
469.5,0.1840
469.0,0.1840
468.5,0.1842
468.0,0.1845
467.5,0.1848
467.0,0.1851
466.5,0.1854
466.0,0.1855
465.5,0.1859
465.0,0.1861
464.5,0.1865
464.0,0.1869
463.5,0.1871
463.0,0.1874
462.5,0.1876
462.0,0.1880
461.5,0.1885
461.0,0.1886
460.5,0.1888
460.0,0.1890
459.5,0.1893
459.0,0.1895
458.5,0.1898
458.0,0.1899
457.5,0.1901
457.0,0.1904
456.5,0.1905
456.0,0.1909
455.5,0.1910
455.0,0.1914
454.5,0.1917
454.0,0.1920
453.5,0.1923
453.0,0.1925
452.5,0.1927
452.0,0.1930
451.5,0.1932
451.0,0.1936
450.5,0.1939
450.0,0.1941
449.5,0.1924
449.0,0.1928
448.5,0.1933
448.0,0.1932
447.5,0.1932
447.0,0.1933
446.5,0.1938
446.0,0.1941
445.5,0.1943
445.0,0.1943
444.5,0.1951
444.0,0.1955
443.5,0.1957
443.0,0.1959
442.5,0.1963
442.0,0.1968
441.5,0.1972
441.0,0.1978
440.5,0.1977
440.0,0.1982
439.5,0.1983
439.0,0.1987
438.5,0.1990
438.0,0.1990
437.5,0.1994
437.0,0.1998
436.5,0.2002
436.0,0.2001
435.5,0.2006
435.0,0.2009
434.5,0.2011
434.0,0.2012
433.5,0.2015
433.0,0.2017
432.5,0.2018
432.0,0.2024
431.5,0.2026
431.0,0.2030
430.5,0.2031
430.0,0.2035
429.5,0.2038
429.0,0.2041
428.5,0.2041
428.0,0.2046
427.5,0.2048
427.0,0.2054
426.5,0.2056
426.0,0.2059
425.5,0.2062
425.0,0.2067
424.5,0.2072
424.0,0.2074
423.5,0.2074
423.0,0.2078
422.5,0.2084
422.0,0.2087
421.5,0.2089
421.0,0.2095
420.5,0.2095
420.0,0.2101
419.5,0.2105
419.0,0.2108
418.5,0.2111
418.0,0.2117
417.5,0.2122
417.0,0.2124
416.5,0.2128
416.0,0.2134
415.5,0.2136
415.0,0.2144
414.5,0.2146
414.0,0.2149
413.5,0.2154
413.0,0.2158
412.5,0.2162
412.0,0.2165
411.5,0.2170
411.0,0.2174
410.5,0.2178
410.0,0.2182
409.5,0.2188
409.0,0.2188
408.5,0.2193
408.0,0.2198
407.5,0.2201
407.0,0.2206
406.5,0.2212
406.0,0.2213
405.5,0.2219
405.0,0.2226
404.5,0.2232
404.0,0.2233
403.5,0.2239
403.0,0.2245
402.5,0.2251
402.0,0.2256
401.5,0.2258
401.0,0.2264
400.5,0.2270
400.0,0.2275
399.5,0.2280
399.0,0.2280
398.5,0.2285
398.0,0.2290
397.5,0.2296
397.0,0.2302
396.5,0.2306
396.0,0.2310
395.5,0.2316
395.0,0.2322
394.5,0.2327
394.0,0.2330
393.5,0.2336
393.0,0.2343
392.5,0.2350
392.0,0.2351
391.5,0.2360
391.0,0.2369
390.5,0.2375
390.0,0.2376
389.5,0.2382
389.0,0.2388
388.5,0.2392
388.0,0.2399
387.5,0.2403
387.0,0.2408
386.5,0.2415
386.0,0.2422
385.5,0.2426
385.0,0.2432
384.5,0.2436
384.0,0.2440
383.5,0.2450
383.0,0.2454
382.5,0.2460
382.0,0.2463
381.5,0.2471
381.0,0.2482
380.5,0.2486
380.0,0.2491
379.5,0.2501
379.0,0.2502
378.5,0.2510
378.0,0.2515
377.5,0.2527
377.0,0.2526
376.5,0.2535
376.0,0.2543
375.5,0.2550
375.0,0.2553
374.5,0.2550
374.0,0.2556
373.5,0.2562
373.0,0.2568
372.5,0.2576
372.0,0.2575
371.5,0.2588
371.0,0.2598
370.5,0.2604
370.0,0.2611
369.5,0.2598
369.0,0.2591
368.5,0.2609
368.0,0.2613
367.5,0.2630
367.0,0.2631
366.5,0.2635
366.0,0.2645
365.5,0.2652
365.0,0.2656
364.5,0.2670
364.0,0.2682
363.5,0.2680
363.0,0.2692
362.5,0.2712
362.0,0.2710
361.5,0.2722
361.0,0.2730
360.5,0.2737
360.0,0.2755
359.5,0.2756
359.0,0.2775
358.5,0.2789
358.0,0.2793
357.5,0.2810
357.0,0.2831
356.5,0.2837
356.0,0.2847
355.5,0.2862
355.0,0.2882
354.5,0.2884
354.0,0.2902
353.5,0.2917
353.0,0.2933
352.5,0.2943
352.0,0.2967
351.5,0.2985
351.0,0.3002
350.5,0.3017
350.0,0.3028
349.5,0.3043
349.0,0.3052
348.5,0.3078
348.0,0.3095
347.5,0.3129
347.0,0.3130
346.5,0.3164
346.0,0.3177
345.5,0.3198
345.0,0.3219
344.5,0.3254
344.0,0.3260
343.5,0.3293
343.0,0.3311
342.5,0.3346
342.0,0.3372
341.5,0.3388
341.0,0.3423
340.5,0.3446
340.0,0.3466
339.5,0.3350
339.0,0.3370
338.5,0.3407
338.0,0.3432
337.5,0.3457
337.0,0.3522
336.5,0.3560
336.0,0.3588
335.5,0.3613
335.0,0.3645
334.5,0.3655
334.0,0.3680
333.5,0.3690
333.0,0.3721
332.5,0.3765
332.0,0.3801
331.5,0.3830
331.0,0.3877
330.5,0.3933
330.0,0.3950
329.5,0.3971
329.0,0.3987
328.5,0.4038
328.0,0.4046
327.5,0.4073
327.0,0.4095
326.5,0.4127
326.0,0.4177
325.5,0.4201
325.0,0.4251
324.5,0.4278
324.0,0.4283
323.5,0.4293
323.0,0.4319
322.5,0.4355
322.0,0.4399
321.5,0.4421
321.0,0.4455
320.5,0.4485
320.0,0.4540
319.5,0.4553
319.0,0.4571
318.5,0.4590
318.0,0.4600
317.5,0.4598
317.0,0.4598
316.5,0.4648
316.0,0.4670
315.5,0.4707
315.0,0.4741
314.5,0.4777
314.0,0.4793
313.5,0.4788
313.0,0.4786
312.5,0.4789
312.0,0.4811
311.5,0.4796
311.0,0.4816
310.5,0.4819
310.0,0.4842
309.5,0.4867
309.0,0.4855
308.5,0.4887
308.0,0.4894
307.5,0.4915
307.0,0.4892
306.5,0.4881
306.0,0.4902
305.5,0.4910
305.0,0.4920
304.5,0.4926
304.0,0.4953
303.5,0.4970
303.0,0.4973
302.5,0.5008
302.0,0.4997
301.5,0.5042
301.0,0.5038
300.5,0.5040
300.0,0.5067
299.5,0.5081
299.0,0.5106
298.5,0.5120
298.0,0.5162
297.5,0.5178
297.0,0.5177
296.5,0.5213
296.0,0.5245
295.5,0.5309
295.0,0.5301
294.5,0.5331
294.0,0.5370
293.5,0.5420
293.0,0.5448
292.5,0.5475
292.0,0.5526
291.5,0.5553
291.0,0.5563
290.5,0.5596
290.0,0.5610
289.5,0.5640
289.0,0.5668
288.5,0.5704
288.0,0.5758
287.5,0.5794
287.0,0.5832
286.5,0.5858
286.0,0.5888
285.5,0.5909
285.0,0.5930
284.5,0.5955
284.0,0.5980
283.5,0.5966
283.0,0.6037
282.5,0.6052
282.0,0.6070
281.5,0.6084
281.0,0.6086
280.5,0.6109
280.0,0.6108
279.5,0.6113
279.0,0.6114
278.5,0.6133
278.0,0.6152
277.5,0.6134
277.0,0.6144
276.5,0.6155
276.0,0.6164
275.5,0.6151
275.0,0.6160
274.5,0.6154
274.0,0.6140
273.5,0.6141
273.0,0.6116
272.5,0.6128
272.0,0.6109
271.5,0.6108
271.0,0.6119
270.5,0.6127
270.0,0.6114
269.5,0.6106
269.0,0.6103
268.5,0.6115
268.0,0.6095
267.5,0.6108
267.0,0.6105
266.5,0.6120
266.0,0.6113
265.5,0.6098
265.0,0.6101
264.5,0.6133
264.0,0.6114
263.5,0.6104
263.0,0.6087
262.5,0.6105
262.0,0.6100
261.5,0.6105
261.0,0.6127
260.5,0.6134
260.0,0.6149
259.5,0.6151
259.0,0.6167
258.5,0.6156
258.0,0.6164
257.5,0.6175
257.0,0.6164
256.5,0.6184
256.0,0.6189
255.5,0.6212
255.0,0.6225
254.5,0.6242
254.0,0.6272
253.5,0.6294
253.0,0.6306
252.5,0.6317
252.0,0.6339
251.5,0.6323
251.0,0.6380
250.5,0.6416
250.0,0.6469
249.5,0.6500
249.0,0.6542
248.5,0.6586
248.0,0.6623
247.5,0.6687
247.0,0.6725
246.5,0.6794
246.0,0.6851
245.5,0.6927
245.0,0.7001
244.5,0.7070
244.0,0.7176
243.5,0.7285
243.0,0.7385
242.5,0.7484
242.0,0.7595
241.5,0.7736
241.0,0.7847
240.5,0.8035
240.0,0.8189
239.5,0.8388
239.0,0.8592
238.5,0.8793
238.0,0.9033
237.5,0.9275
237.0,0.9535
236.5,0.9794
236.0,1.0043
235.5,1.0338
235.0,1.0611
234.5,1.0918
234.0,1.1244
233.5,1.1586
233.0,1.1886
232.5,1.2241
232.0,1.2614
231.5,1.2955
231.0,1.3259
230.5,1.3567
230.0,1.3916
229.5,1.4231
229.0,1.4563
228.5,1.4923
228.0,1.5290
227.5,1.5609
227.0,1.6000
226.5,1.6232
226.0,1.6601
225.5,1.6953
225.0,1.7256
224.5,1.7606
224.0,1.7887
223.5,1.8184
223.0,1.8528
222.5,1.8987
222.0,1.9250
221.5,1.9636
221.0,2.0049
220.5,2.0382
220.0,2.0705
219.5,2.1103
219.0,2.1372
218.5,2.1807
218.0,2.2180
217.5,2.2860
217.0,2.3351
216.5,2.4208
216.0,2.4147
215.5,2.5196
215.0,2.5150
214.5,2.6631
214.0,2.7210
213.5,2.7338
213.0,2.8438
212.5,2.9547
212.0,2.8719
211.5,10.0000
211.0,10.0000
210.5,10.0000
210.0,10.0000
209.5,10.0000
209.0,10.0000
208.5,10.0000
208.0,10.0000
207.5,10.0000
207.0,10.0000
206.5,10.0000
206.0,10.0000
205.5,10.0000
205.0,10.0000
204.5,10.0000
204.0,10.0000
203.5,10.0000
203.0,10.0000
202.5,10.0000
202.0,10.0000
201.5,10.0000
201.0,10.0000
200.5,10.0000
200.0,10.0000
199.5,10.0000
199.0,10.0000
198.5,10.0000
