300,149.3
300.2,149.7
300.4,150.7
300.6,152.1
300.8,153.9
301,155.9
301.2,157.9
301.4,160.1
301.6,162.3
301.8,164.3
302,166.5
302.2,169.4
302.4,172
302.6,174.4
302.8,177
303,179.3
303.2,181.2
303.4,184.1
303.6,186.4
303.8,188.5
304,191.2
304.2,194.2
304.4,196.6
304.6,198.1
304.8,200.8
305,203.3
305.2,205.7
305.4,207.6
305.6,210.4
305.8,212.9
306,215
306.2,217.4
306.4,219.4
306.6,221.1
306.8,223.6
307,225.6
307.2,228.2
307.4,230.3
307.6,233.3
307.8,234.8
308,237.5
308.2,240.1
308.4,242.9
308.6,245.3
308.8,248.1
309,250.5
309.2,253.3
309.4,256.1
309.6,258.2
309.8,261.5
310,265.1
310.2,267.8
310.4,270.6
310.6,272.7
310.8,275.4
311,278
311.2,281.1
311.4,283.8
311.6,286.8
311.8,289.4
312,292.3
312.2,294.6
312.4,296.7
312.6,299.2
312.8,301.1
313,303.9
313.2,306.4
313.4,308.8
313.6,310.7
313.8,313.5
314,315.8
314.2,319.1
314.4,322.5
314.6,324.4
314.8,327.5
315,331.3
315.2,333.9
315.4,336.6
315.6,339.8
315.8,342.8
316,345.5
316.2,348.1
316.4,351.2
316.6,353.3
316.8,356.5
317,359.1
317.2,362.1
317.4,364
317.6,366.9
317.8,368.9
318,371
318.2,372.9
318.4,375.7
318.6,378
318.8,380.4
319,382.5
319.2,384.4
319.4,386.6
319.6,388.4
319.8,389.7
320,392.3
320.2,394
320.4,396.6
320.6,397.8
320.8,400.2
321,401.9
321.2,405.2
321.4,407.7
321.6,409.3
321.8,411.7
322,414.4
322.2,416.2
322.4,419.3
322.6,421.5
322.8,424.4
323,426.9
323.2,428.9
323.4,430.9
323.6,433.2
323.8,436.2
324,437.7
324.2,438.9
324.4,441.8
324.6,443.2
324.8,447
325,449.6
325.2,451.9
325.4,453.8
325.6,455.5
325.8,456
326,457.5
326.2,460.3
326.4,462.5
326.6,464.1
326.8,465.9
327,466.3
327.2,468.9
327.4,470.9
327.6,472.9
327.8,474.9
328,477.1
328.2,477.6
328.4,479.4
328.6,480.6
328.8,484.1
329,486.2
329.2,487.9
329.4,489.9
329.6,492.2
329.8,493.3
330,494.8
330.2,496.9
330.4,498.8
330.6,500.8
330.8,502.5
331,505.1
331.2,506.6
331.4,508.1
331.6,509.7
331.8,510.5
332,512.8
332.2,513.9
332.4,514.8
332.6,516.1
332.8,517.7
333,517.5
333.2,520.2
333.4,522
333.6,522.6
333.8,523.2
334,524.3
334.2,524.5
334.4,526.3
334.6,527.3
334.8,528.8
335,529.4
335.2,530.8
335.4,530
335.6,530.3
335.8,531.5
336,532.7
336.2,533.5
336.4,533.1
336.6,534.3
336.8,535
337,536.2
337.2,537.1
337.4,538.1
337.6,539.3
337.8,538.7
338,540.2
338.2,539.7
338.4,539.8
338.6,540.1
338.8,542
339,541.8
339.2,542.7
339.4,541.6
339.6,543
339.8,541.5
340,540.5
340.2,539.9
340.4,540.3
340.6,539.2
340.8,539.6
341,539.2
341.2,539.1
341.4,538.4
341.6,538
341.8,536.7
342,537.5
342.2,537.5
342.4,538.5
342.6,537.9
342.8,536.6
343,535.6
343.2,535.3
343.4,534.8
343.6,534.7
343.8,534.2
344,534.3
344.2,533.9
344.4,534
344.6,533
344.8,532.1
345,531.6
345.2,530.6
345.4,528.1
345.6,528.1
345.8,526.7
346,526.6
346.2,525.2
346.4,524.8
346.6,522.9
346.8,522.5
347,521.8
347.2,520.9
347.4,519.1
347.6,517.1
347.8,515.5
348,514.5
348.2,513.1
348.4,512.4
348.6,511.1
348.8,511
349,509.1
349.2,508.1
349.4,506.8
349.6,505.5
349.8,503.3
350,501.6
350.2,499.8
350.4,498.6
350.6,498.1
350.8,496.9
351,494.6
351.2,492.5
351.4,490.7
351.6,489.2
351.8,487.5
352,485.4
352.2,484
352.4,482.4
352.6,481
352.8,478.9
353,476.8
353.2,475.2
353.4,472.7
353.6,471.1
353.8,469.6
354,467.6
354.2,466.1
354.4,463.3
354.6,461.5
354.8,459.9
355,458
355.2,456
355.4,454.7
355.6,452.7
355.8,451.3
356,448.8
356.2,446.8
356.4,445.2
356.6,443.1
356.8,441
357,439.6
357.2,436.3
357.4,434.4
357.6,433.7
357.8,431.6
358,429.5
358.2,427.4
358.4,425.4
358.6,422.9
358.8,420.3
359,418.1
359.2,415.6
359.4,413.8
359.6,411.5
359.8,410.3
360,408
360.2,405.9
360.4,403.4
360.6,402.4
360.8,399.5
361,397.7
361.2,395.8
361.4,394.1
361.6,392.1
361.8,390.1
362,388.3
362.2,386.4
362.4,383.9
362.6,381.3
362.8,379.6
363,377.3
363.2,374.9
363.4,374.2
363.6,371.6
363.8,369.7
364,367.2
364.2,365
364.4,363.4
364.6,361.3
364.8,358.6
365,356.4
365.2,353.9
365.4,352.8
365.6,350
365.8,349.2
366,346.6
366.2,344.5
366.4,342.8
366.6,341
366.8,338.6
367,336
367.2,334.3
367.4,333
367.6,330.3
367.8,328.1
368,326
368.2,323.9
368.4,322.1
368.6,319.4
368.8,317.1
369,314.8
369.2,312.2
369.4,310.6
369.6,308.9
369.8,307.1
370,305.4
370.2,303.9
370.4,301.9
370.6,299.5
370.8,297.2
371,295.2
371.2,293.4
371.4,291.4
371.6,289.9
371.8,288.1
372,286.7
372.2,284.8
372.4,282
372.6,280.7
372.8,279.5
373,277.4
373.2,276.7
373.4,274
373.6,272
373.8,270
374,268.1
374.2,266.5
374.4,265.2
374.6,262.8
374.8,261.2
375,259.3
375.2,257.6
